criterion,max_depth,min_samples_split,min_samples_leaf,n_estimators,max_features,min_weight_fraction_leaf,max_leaf_nodes,accuracy,f1_score,recall,roc_auc,precision,cv_score,train_score,overfitting
entropy,30,5,8,400,sqrt,0.0,100.0,0.8401248328131966,0.8362136503772144,0.8401248328131966,0.9136277205376334,0.835306965053269,0.8341841246721925,0.842767015181577,OK
entropy,30,10,8,400,sqrt,0.0,100.0,0.8401248328131966,0.8362136503772144,0.8401248328131966,0.9136277205376334,0.835306965053269,0.8341841246721925,0.842767015181577,OK
entropy,25,5,8,400,sqrt,0.0,100.0,0.8401248328131966,0.8362136503772144,0.8401248328131966,0.9136277205376334,0.835306965053269,0.8341841246721925,0.842767015181577,OK
entropy,25,10,8,400,sqrt,0.0,100.0,0.8401248328131966,0.8362136503772144,0.8401248328131966,0.9136277205376334,0.835306965053269,0.8341841246721925,0.842767015181577,OK
entropy,30,20,2,400,sqrt,0.0,100.0,0.8403923316986179,0.8361265056555359,0.8403923316986179,0.9138248850125804,0.8353975061886239,0.8350089551446622,0.8433466348618944,OK
entropy,20,20,2,400,sqrt,0.0,100.0,0.8403923316986179,0.8361265056555359,0.8403923316986179,0.9138248850125804,0.8353975061886239,0.8350089551446622,0.8433466348618944,OK
entropy,25,20,2,400,sqrt,0.0,100.0,0.8403923316986179,0.8361265056555359,0.8403923316986179,0.9138248850125804,0.8353975061886239,0.8350089551446622,0.8433466348618944,OK
entropy,25,20,6,200,sqrt,0.0,100.0,0.8405706642888988,0.8361212941054783,0.8405706642888988,0.9137942185186962,0.8355015330541502,0.8345185231274519,0.8429453596985977,OK
entropy,20,20,6,200,sqrt,0.0,100.0,0.8405706642888988,0.8361212941054783,0.8405706642888988,0.9137942185186962,0.8355015330541502,0.8345185231274519,0.8429453596985977,OK
entropy,30,20,6,200,sqrt,0.0,100.0,0.8405706642888988,0.8361212941054783,0.8405706642888988,0.9137942185186962,0.8355015330541502,0.8345185231274519,0.8429453596985977,OK
entropy,20,20,8,300,sqrt,0.0,100.0,0.8396790013374944,0.8360723645718265,0.8396790013374944,0.9140599550240667,0.8350367912168648,0.8347191323824283,0.8429676527632254,OK
entropy,30,20,8,300,sqrt,0.0,100.0,0.8396790013374944,0.8360723645718265,0.8396790013374944,0.9140599550240667,0.8350367912168648,0.8347191323824283,0.8429676527632254,OK
entropy,25,20,8,300,sqrt,0.0,100.0,0.8396790013374944,0.8360723645718265,0.8396790013374944,0.9140599550240667,0.8350367912168648,0.8347191323824283,0.8429676527632254,OK
entropy,25,20,2,200,sqrt,0.0,100.0,0.8408381631743201,0.8360252750449154,0.8408381631743201,0.9138755384236849,0.8356477220614907,0.8339612064494932,0.8433243417972669,OK
entropy,30,20,2,200,sqrt,0.0,100.0,0.8408381631743201,0.8360252750449154,0.8408381631743201,0.9138755384236849,0.8356477220614907,0.8339612064494932,0.8433243417972669,OK
entropy,20,20,2,200,sqrt,0.0,100.0,0.8408381631743201,0.8360252750449154,0.8408381631743201,0.9138755384236849,0.8356477220614907,0.8339834980232783,0.8433243417972669,OK
entropy,30,20,6,400,sqrt,0.0,100.0,0.8403031654034775,0.8360245265857065,0.8403031654034775,0.913684578842442,0.8352978505900726,0.8350980990761683,0.8429899458278529,OK
entropy,25,20,6,400,sqrt,0.0,100.0,0.8403031654034775,0.8360245265857065,0.8403031654034775,0.913684578842442,0.8352978505900726,0.8350980990761683,0.8429899458278529,OK
entropy,20,20,6,400,sqrt,0.0,100.0,0.8403031654034775,0.8360245265857065,0.8403031654034775,0.913684578842442,0.8352978505900726,0.8350980990761683,0.8429899458278529,OK
entropy,25,10,2,400,sqrt,0.0,100.0,0.8397681676326348,0.8358482597478272,0.8397681676326348,0.9136459374691496,0.8349304603429508,0.8340281060193313,0.8423880330829079,OK
entropy,30,10,2,400,sqrt,0.0,100.0,0.8397681676326348,0.8358482597478272,0.8397681676326348,0.9136459374691496,0.8349304603429508,0.8340281060193313,0.8423880330829079,OK
entropy,20,10,2,400,sqrt,0.0,100.0,0.8397681676326348,0.8358482597478272,0.8397681676326348,0.9136459374691496,0.8349304603429508,0.8340281060193313,0.8423880330829079,OK
entropy,30,10,2,300,sqrt,0.0,100.0,0.8398573339277753,0.835847095784754,0.8398573339277753,0.9137347947289904,0.8349713522652107,0.8338943267584413,0.8429899458278529,OK
entropy,25,10,2,300,sqrt,0.0,100.0,0.8398573339277753,0.835847095784754,0.8398573339277753,0.9137347947289904,0.8349713522652107,0.8338943267584413,0.8429899458278529,OK
entropy,20,10,2,300,sqrt,0.0,100.0,0.8398573339277753,0.835847095784754,0.8398573339277753,0.9137347947289904,0.8349713522652107,0.8338943267584413,0.8429899458278529,OK
entropy,20,10,8,200,sqrt,0.0,100.0,0.8398573339277753,0.8358058296683903,0.8398573339277753,0.9140318341275995,0.8349483795895155,0.8338720401543528,0.8422096885658872,OK
entropy,30,5,8,200,sqrt,0.0,100.0,0.8398573339277753,0.8358058296683903,0.8398573339277753,0.9140318341275995,0.8349483795895155,0.8338720401543528,0.8422096885658872,OK
entropy,25,10,8,200,sqrt,0.0,100.0,0.8398573339277753,0.8358058296683903,0.8398573339277753,0.9140318341275995,0.8349483795895155,0.8338720401543528,0.8422096885658872,OK
entropy,30,10,8,200,sqrt,0.0,100.0,0.8398573339277753,0.8358058296683903,0.8398573339277753,0.9140318341275995,0.8349483795895155,0.8338720401543528,0.8422096885658872,OK
entropy,25,5,8,200,sqrt,0.0,100.0,0.8398573339277753,0.8358058296683903,0.8398573339277753,0.9140318341275995,0.8349483795895155,0.8338720401543528,0.8422096885658872,OK
entropy,20,5,8,200,sqrt,0.0,100.0,0.8398573339277753,0.8358058296683903,0.8398573339277753,0.9140318341275995,0.8349483795895155,0.8338720401543528,0.8422096885658872,OK
entropy,30,5,4,200,sqrt,0.0,100.0,0.839589835042354,0.8356655644331336,0.839589835042354,0.9143360727939038,0.834742207987792,0.8347637503178742,0.842165102436632,OK
entropy,25,5,4,200,sqrt,0.0,100.0,0.839589835042354,0.8356655644331336,0.839589835042354,0.9143360727939038,0.834742207987792,0.8347637503178742,0.842165102436632,OK
entropy,20,5,4,200,sqrt,0.0,100.0,0.839589835042354,0.8356655644331336,0.839589835042354,0.9143360727939038,0.834742207987792,0.8347637503178742,0.842165102436632,OK
entropy,25,10,4,400,sqrt,0.0,100.0,0.8399465002229157,0.8356164354578715,0.8399465002229157,0.9138139667861586,0.8348991975164964,0.8340726966214463,0.8424772053414182,OK
entropy,30,10,4,400,sqrt,0.0,100.0,0.8399465002229157,0.8356164354578715,0.8399465002229157,0.9138139667861586,0.8348991975164964,0.8340726966214463,0.8424772053414182,OK
entropy,20,10,4,400,sqrt,0.0,100.0,0.8399465002229157,0.8356164354578715,0.8399465002229157,0.9138139667861586,0.8348991975164964,0.8340726966214463,0.8424772053414182,OK
entropy,25,10,4,300,sqrt,0.0,100.0,0.8400356665180562,0.8355291203049767,0.8400356665180562,0.9138451304670382,0.8349139271624452,0.8344070453797402,0.8427893082462046,OK
entropy,30,10,4,300,sqrt,0.0,100.0,0.8400356665180562,0.8355291203049767,0.8400356665180562,0.9138451304670382,0.8349139271624452,0.8344070453797402,0.8427893082462046,OK
entropy,20,10,4,300,sqrt,0.0,100.0,0.8400356665180562,0.8355291203049767,0.8400356665180562,0.9138451304670382,0.8349139271624452,0.8344070453797402,0.8427893082462046,OK
entropy,25,20,8,200,sqrt,0.0,100.0,0.838965670976371,0.8354036792361093,0.838965670976371,0.9141393458435126,0.8343296472058007,0.834028066261759,0.8430568250217357,OK
entropy,20,20,8,200,sqrt,0.0,100.0,0.838965670976371,0.8354036792361093,0.838965670976371,0.9141393458435126,0.8343296472058007,0.834028066261759,0.8430568250217357,OK
entropy,30,20,8,200,sqrt,0.0,100.0,0.838965670976371,0.8354036792361093,0.838965670976371,0.9141393458435126,0.8343296472058007,0.834028066261759,0.8430568250217357,OK
entropy,30,5,4,400,sqrt,0.0,100.0,0.8397681676326348,0.8353912679067146,0.8397681676326348,0.9138332576415852,0.8346900509752282,0.8345408594285058,0.8424994984060459,OK
entropy,20,5,4,400,sqrt,0.0,100.0,0.8397681676326348,0.8353912679067146,0.8397681676326348,0.9138332576415852,0.8346900509752282,0.8345408594285058,0.8424994984060459,OK
entropy,25,5,4,400,sqrt,0.0,100.0,0.8397681676326348,0.8353912679067146,0.8397681676326348,0.9138332576415852,0.8346900509752282,0.8345408594285058,0.8424994984060459,OK
entropy,20,5,2,300,sqrt,0.0,100.0,0.8399465002229157,0.8353419922494351,0.8399465002229157,0.9143872432794835,0.8347796683291682,0.834786076679535,0.8438147892190739,OK
entropy,30,5,2,300,sqrt,0.0,100.0,0.8399465002229157,0.8353419922494351,0.8399465002229157,0.9143872432794835,0.8347796683291682,0.834786076679535,0.8438147892190739,OK
entropy,25,5,2,300,sqrt,0.0,100.0,0.8399465002229157,0.8353419922494351,0.8399465002229157,0.9143872432794835,0.8347796683291682,0.834786076679535,0.8438147892190739,OK
entropy,20,20,8,400,sqrt,0.0,100.0,0.8388765046812305,0.8352213747899304,0.8388765046812305,0.9137263823250262,0.8341727616445577,0.8350535358073842,0.8428338943754597,OK
entropy,30,20,8,400,sqrt,0.0,100.0,0.8388765046812305,0.8352213747899304,0.8388765046812305,0.9137263823250262,0.8341727616445577,0.8350535358073842,0.8428338943754597,OK
entropy,25,20,8,400,sqrt,0.0,100.0,0.8388765046812305,0.8352213747899304,0.8388765046812305,0.9137263823250262,0.8341727616445577,0.8350535358073842,0.8428338943754597,OK
entropy,30,5,2,400,sqrt,0.0,100.0,0.8398573339277753,0.8351969965290322,0.8398573339277753,0.9141254444951178,0.8346636162959573,0.834919838546487,0.8439485476068395,OK
entropy,20,5,2,400,sqrt,0.0,100.0,0.8398573339277753,0.8351969965290322,0.8398573339277753,0.9141254444951178,0.8346636162959573,0.834919838546487,0.8439485476068395,OK
entropy,25,5,2,400,sqrt,0.0,100.0,0.8398573339277753,0.8351969965290322,0.8398573339277753,0.9141254444951178,0.8346636162959573,0.834919838546487,0.8439485476068395,OK
entropy,20,5,4,300,sqrt,0.0,100.0,0.8391440035666518,0.8349077225231277,0.8391440035666518,0.9140184299662,0.8341043253249955,0.8347414935319648,0.8426109637291839,OK
entropy,30,5,4,300,sqrt,0.0,100.0,0.8391440035666518,0.8349077225231277,0.8391440035666518,0.9140184299662,0.8341043253249955,0.8347414935319648,0.8426109637291839,OK
entropy,25,5,4,300,sqrt,0.0,100.0,0.8391440035666518,0.8349077225231277,0.8391440035666518,0.9140184299662,0.8341043253249955,0.8347414935319648,0.8426109637291839,OK
entropy,30,5,6,400,sqrt,0.0,100.0,0.8393223361569326,0.8348593088906827,0.8393223361569326,0.9134969205828496,0.8341821764271856,0.8341395589185602,0.8425886706645562,OK
entropy,25,5,6,400,sqrt,0.0,100.0,0.8393223361569326,0.8348593088906827,0.8393223361569326,0.9134969205828496,0.8341821764271856,0.8341395589185602,0.8425886706645562,OK
entropy,25,10,6,400,sqrt,0.0,100.0,0.8393223361569326,0.8348593088906827,0.8393223361569326,0.9134969205828496,0.8341821764271856,0.8341395589185602,0.8425886706645562,OK
entropy,30,10,6,400,sqrt,0.0,100.0,0.8393223361569326,0.8348593088906827,0.8393223361569326,0.9134969205828496,0.8341821764271856,0.8341395589185602,0.8425886706645562,OK
entropy,20,5,6,400,sqrt,0.0,100.0,0.8393223361569326,0.8348593088906827,0.8393223361569326,0.9134969205828496,0.8341821764271856,0.8341395589185602,0.8425886706645562,OK
entropy,20,10,6,400,sqrt,0.0,100.0,0.8393223361569326,0.8348593088906827,0.8393223361569326,0.9134969205828496,0.8341821764271856,0.8341395589185602,0.8425886706645562,OK
entropy,30,5,6,300,sqrt,0.0,100.0,0.8395006687472135,0.8347227399131161,0.8395006687472135,0.9135409713506535,0.8342424191030049,0.8344516757394274,0.8433466348618944,OK
entropy,20,5,6,300,sqrt,0.0,100.0,0.8395006687472135,0.8347227399131161,0.8395006687472135,0.9135409713506535,0.8342424191030049,0.8344516757394274,0.8433466348618944,OK
entropy,25,10,6,300,sqrt,0.0,100.0,0.8395006687472135,0.8347227399131161,0.8395006687472135,0.9135409713506535,0.8342424191030049,0.8344516757394274,0.8433466348618944,OK
entropy,25,5,6,300,sqrt,0.0,100.0,0.8395006687472135,0.8347227399131161,0.8395006687472135,0.9135409713506535,0.8342424191030049,0.8344516757394274,0.8433466348618944,OK
entropy,30,10,6,300,sqrt,0.0,100.0,0.8395006687472135,0.8347227399131161,0.8395006687472135,0.9135409713506535,0.8342424191030049,0.8344516757394274,0.8433466348618944,OK
entropy,20,10,6,300,sqrt,0.0,100.0,0.8395006687472135,0.8347227399131161,0.8395006687472135,0.9135409713506535,0.8342424191030049,0.8344516757394274,0.8433466348618944,OK
entropy,20,5,8,200,sqrt,0.0,50.0,0.8345073562193491,0.8285577859151756,0.8345073562193491,0.9050700981956248,0.8285833198912848,0.8278752812910358,0.8331364112624563,OK
entropy,20,10,8,200,sqrt,0.0,50.0,0.8345073562193491,0.8285577859151756,0.8345073562193491,0.9050700981956248,0.8285833198912848,0.8278752812910358,0.8331364112624563,OK
entropy,25,5,8,200,sqrt,0.0,50.0,0.8345073562193491,0.8285577859151756,0.8345073562193491,0.9050700981956248,0.8285833198912848,0.8278752812910358,0.8331364112624563,OK
entropy,25,10,8,200,sqrt,0.0,50.0,0.8345073562193491,0.8285577859151756,0.8345073562193491,0.9050700981956248,0.8285833198912848,0.8278752812910358,0.8331364112624563,OK
entropy,30,10,8,200,sqrt,0.0,50.0,0.8345073562193491,0.8285577859151756,0.8345073562193491,0.9050700981956248,0.8285833198912848,0.8278752812910358,0.8331364112624563,OK
entropy,30,5,8,200,sqrt,0.0,50.0,0.8345073562193491,0.8285577859151756,0.8345073562193491,0.9050700981956248,0.8285833198912848,0.8278752812910358,0.8331364112624563,OK
entropy,20,20,6,200,sqrt,0.0,50.0,0.8357556843513152,0.8282180471762803,0.8357556843513152,0.9046359942860883,0.8299429226095901,0.8284103188194505,0.832935773680808,OK
entropy,30,20,6,200,sqrt,0.0,50.0,0.8357556843513152,0.8282180471762803,0.8357556843513152,0.9046359942860883,0.8299429226095901,0.8284103188194505,0.832935773680808,OK
entropy,25,20,6,200,sqrt,0.0,50.0,0.8357556843513152,0.8282180471762803,0.8357556843513152,0.9046359942860883,0.8299429226095901,0.8284103188194505,0.832935773680808,OK
entropy,30,20,8,200,sqrt,0.0,50.0,0.8348640213999108,0.8278545416320527,0.8348640213999108,0.904696193687507,0.8288922214345994,0.8280536337601025,0.8327351360991595,OK
entropy,25,20,8,200,sqrt,0.0,50.0,0.8348640213999108,0.8278545416320527,0.8348640213999108,0.904696193687507,0.8288922214345994,0.8280536337601025,0.8327351360991595,OK
entropy,20,20,8,200,sqrt,0.0,50.0,0.8348640213999108,0.8278545416320527,0.8348640213999108,0.904696193687507,0.8288922214345994,0.8280536337601025,0.8327351360991595,OK
entropy,20,20,2,200,sqrt,0.0,50.0,0.8347748551047703,0.8271796671549836,0.8347748551047703,0.9043898469483418,0.8288515086747831,0.827607769981373,0.8321778094834696,OK
entropy,25,20,2,200,sqrt,0.0,50.0,0.8347748551047703,0.8271796671549836,0.8347748551047703,0.9043898469483418,0.8288515086747831,0.827607769981373,0.8321778094834696,OK
entropy,30,20,2,200,sqrt,0.0,50.0,0.8347748551047703,0.8271796671549836,0.8347748551047703,0.9043898469483418,0.8288515086747831,0.827607769981373,0.8321778094834696,OK
entropy,25,5,6,200,sqrt,0.0,50.0,0.8343290236290682,0.8268011982641086,0.8343290236290682,0.9047202973130503,0.8283420087044414,0.8281205010269133,0.8322223956127249,OK
entropy,20,10,6,200,sqrt,0.0,50.0,0.8343290236290682,0.8268011982641086,0.8343290236290682,0.9047202973130503,0.8283420087044414,0.8281205010269133,0.8322223956127249,OK
entropy,20,5,6,200,sqrt,0.0,50.0,0.8343290236290682,0.8268011982641086,0.8343290236290682,0.9047202973130503,0.8283420087044414,0.8281205010269133,0.8322223956127249,OK
entropy,30,10,6,200,sqrt,0.0,50.0,0.8343290236290682,0.8268011982641086,0.8343290236290682,0.9047202973130503,0.8283420087044414,0.8281205010269133,0.8322223956127249,OK
entropy,30,5,6,200,sqrt,0.0,50.0,0.8343290236290682,0.8268011982641086,0.8343290236290682,0.9047202973130503,0.8283420087044414,0.8281205010269133,0.8322223956127249,OK
entropy,25,10,6,200,sqrt,0.0,50.0,0.8343290236290682,0.8268011982641086,0.8343290236290682,0.9047202973130503,0.8283420087044414,0.8281205010269133,0.8322223956127249,OK
entropy,25,20,4,400,sqrt,0.0,50.0,0.8345965225144896,0.8266898403434876,0.8345965225144896,0.9040837189714545,0.8287088804416093,0.827496232597303,0.8317988273848006,OK
entropy,20,20,4,400,sqrt,0.0,50.0,0.8345965225144896,0.8266898403434876,0.8345965225144896,0.9040837189714545,0.8287088804416093,0.827496232597303,0.8317988273848006,OK
entropy,30,20,4,400,sqrt,0.0,50.0,0.8345965225144896,0.8266898403434876,0.8345965225144896,0.9040837189714545,0.8287088804416093,0.827496232597303,0.8317988273848006,OK
entropy,30,20,4,300,sqrt,0.0,50.0,0.8349531876950512,0.8266796350854703,0.8349531876950512,0.9042586691314414,0.8292084644836698,0.82825427034841,0.8321332233542145,OK
entropy,25,20,4,300,sqrt,0.0,50.0,0.8349531876950512,0.8266796350854703,0.8349531876950512,0.9042586691314414,0.8292084644836698,0.82825427034841,0.8321332233542145,OK
entropy,20,20,4,300,sqrt,0.0,50.0,0.8349531876950512,0.8266796350854703,0.8349531876950512,0.9042586691314414,0.8292084644836698,0.82825427034841,0.8321332233542145,OK
entropy,25,20,8,300,sqrt,0.0,50.0,0.8348640213999108,0.8266504573827596,0.8348640213999108,0.9045418071816553,0.8290892366466981,0.827964417767997,0.8325122054528836,OK
entropy,30,20,8,300,sqrt,0.0,50.0,0.8348640213999108,0.8266504573827596,0.8348640213999108,0.9045418071816553,0.8290892366466981,0.827964417767997,0.8325122054528836,OK
entropy,20,20,8,300,sqrt,0.0,50.0,0.8348640213999108,0.8266504573827596,0.8348640213999108,0.9045418071816553,0.8290892366466981,0.827964417767997,0.8325122054528836,OK
entropy,30,20,6,300,sqrt,0.0,50.0,0.8351315202853321,0.8266337759283984,0.8351315202853321,0.9045244454117713,0.8294851618053888,0.8280758855763155,0.8325344985175112,OK
entropy,25,20,6,300,sqrt,0.0,50.0,0.8351315202853321,0.8266337759283984,0.8351315202853321,0.9045244454117713,0.8294851618053888,0.8280758855763155,0.8325344985175112,OK
entropy,20,20,6,300,sqrt,0.0,50.0,0.8351315202853321,0.8266337759283984,0.8351315202853321,0.9045244454117713,0.8294851618053888,0.8280758855763155,0.8325344985175112,OK
entropy,25,20,4,200,sqrt,0.0,50.0,0.8339723584485065,0.8264032051418462,0.8339723584485065,0.9043295083345644,0.8279481187084875,0.8277861249352882,0.8326459638406492,OK
entropy,20,20,4,200,sqrt,0.0,50.0,0.8339723584485065,0.8264032051418462,0.8339723584485065,0.9043295083345644,0.8279481187084875,0.8277861249352882,0.8326459638406492,OK
entropy,30,20,4,200,sqrt,0.0,50.0,0.8339723584485065,0.8264032051418462,0.8339723584485065,0.9043295083345644,0.8279481187084875,0.8277861249352882,0.8326459638406492,OK
entropy,30,20,2,400,sqrt,0.0,50.0,0.8345073562193491,0.8263018421035961,0.8345073562193491,0.9041293607376442,0.8286804276049985,0.8272956109180853,0.8314867244800143,OK
entropy,25,20,2,400,sqrt,0.0,50.0,0.8345073562193491,0.8263018421035961,0.8345073562193491,0.9041293607376442,0.8286804276049985,0.8272956109180853,0.8314867244800143,OK
entropy,20,20,2,400,sqrt,0.0,50.0,0.8345073562193491,0.8263018421035961,0.8345073562193491,0.9041293607376442,0.8286804276049985,0.8272956109180853,0.8314867244800143,OK
entropy,30,20,2,300,sqrt,0.0,50.0,0.8348640213999108,0.8262872184055089,0.8348640213999108,0.9043548847588162,0.8292050512162271,0.8280536138813167,0.8315090175446419,OK
entropy,20,20,2,300,sqrt,0.0,50.0,0.8348640213999108,0.8262872184055089,0.8348640213999108,0.9043548847588162,0.8292050512162271,0.8280536138813167,0.8315090175446419,OK
entropy,25,20,2,300,sqrt,0.0,50.0,0.8348640213999108,0.8262872184055089,0.8348640213999108,0.9043548847588162,0.8292050512162271,0.8280536138813167,0.8315090175446419,OK
entropy,25,10,2,200,sqrt,0.0,50.0,0.8336156932679447,0.8260554553072263,0.8336156932679447,0.9043997509132927,0.8275477860106687,0.8280982169076729,0.832489912388256,OK
entropy,20,10,2,200,sqrt,0.0,50.0,0.8336156932679447,0.8260554553072263,0.8336156932679447,0.9043997509132927,0.8275477860106687,0.8280982169076729,0.832489912388256,OK
entropy,30,10,2,200,sqrt,0.0,50.0,0.8336156932679447,0.8260554553072263,0.8336156932679447,0.9043997509132927,0.8275477860106687,0.8280982169076729,0.832489912388256,OK
entropy,25,10,8,300,sqrt,0.0,50.0,0.833259028087383,0.8260329154257807,0.833259028087383,0.9047181693527095,0.827123465057203,0.827897565410276,0.8333370488441046,OK
entropy,20,5,8,300,sqrt,0.0,50.0,0.833259028087383,0.8260329154257807,0.833259028087383,0.9047181693527095,0.827123465057203,0.827897565410276,0.8333370488441046,OK
entropy,20,10,8,300,sqrt,0.0,50.0,0.833259028087383,0.8260329154257807,0.833259028087383,0.9047181693527095,0.827123465057203,0.827897565410276,0.8333370488441046,OK
entropy,30,10,8,300,sqrt,0.0,50.0,0.833259028087383,0.8260329154257807,0.833259028087383,0.9047181693527095,0.827123465057203,0.827897565410276,0.8333370488441046,OK
entropy,30,5,8,300,sqrt,0.0,50.0,0.833259028087383,0.8260329154257807,0.833259028087383,0.9047181693527095,0.827123465057203,0.827897565410276,0.8333370488441046,OK
entropy,25,5,8,300,sqrt,0.0,50.0,0.833259028087383,0.8260329154257807,0.833259028087383,0.9047181693527095,0.827123465057203,0.827897565410276,0.8333370488441046,OK
entropy,30,5,4,200,sqrt,0.0,50.0,0.8334373606776638,0.8257933290582474,0.8334373606776638,0.9043817527440546,0.8273585584366503,0.8278529425051335,0.8316427759324074,OK
entropy,20,5,4,200,sqrt,0.0,50.0,0.8334373606776638,0.8257933290582474,0.8334373606776638,0.9043817527440546,0.8273585584366503,0.8278529425051335,0.8316427759324074,OK
entropy,25,5,4,200,sqrt,0.0,50.0,0.8334373606776638,0.8257933290582474,0.8334373606776638,0.9043817527440546,0.8273585584366503,0.8278529425051335,0.8316427759324074,OK
entropy,25,10,4,200,sqrt,0.0,50.0,0.833259028087383,0.8257832267206452,0.833259028087383,0.9043740761768435,0.8271403579943815,0.8278752638970979,0.8317096551262902,OK
entropy,20,10,4,200,sqrt,0.0,50.0,0.833259028087383,0.8257832267206452,0.833259028087383,0.9043740761768435,0.8271403579943815,0.8278752638970979,0.8317096551262902,OK
entropy,30,10,4,200,sqrt,0.0,50.0,0.833259028087383,0.8257832267206452,0.833259028087383,0.9043740761768435,0.8271403579943815,0.8278752638970979,0.8317096551262902,OK
entropy,25,10,8,400,sqrt,0.0,50.0,0.8333481943825234,0.8257379672279627,0.8333481943825234,0.9042610755164998,0.8272544110201157,0.8277415045149942,0.8332255835209667,OK
entropy,20,5,8,400,sqrt,0.0,50.0,0.8333481943825234,0.8257379672279627,0.8333481943825234,0.9042610755164998,0.8272544110201157,0.8277415045149942,0.8332255835209667,OK
entropy,30,5,8,400,sqrt,0.0,50.0,0.8333481943825234,0.8257379672279627,0.8333481943825234,0.9042610755164998,0.8272544110201157,0.8277415045149942,0.8332255835209667,OK
entropy,25,5,8,400,sqrt,0.0,50.0,0.8333481943825234,0.8257379672279627,0.8333481943825234,0.9042610755164998,0.8272544110201157,0.8277415045149942,0.8332255835209667,OK
entropy,20,10,8,400,sqrt,0.0,50.0,0.8333481943825234,0.8257379672279627,0.8333481943825234,0.9042610755164998,0.8272544110201157,0.8277415045149942,0.8332255835209667,OK
entropy,30,10,8,400,sqrt,0.0,50.0,0.8333481943825234,0.8257379672279627,0.8333481943825234,0.9042610755164998,0.8272544110201157,0.8277415045149942,0.8332255835209667,OK
entropy,30,5,2,200,sqrt,0.0,50.0,0.8333481943825234,0.8257127097597483,0.8333481943825234,0.9045333152277716,0.8272575445795101,0.828053636244951,0.832378447065118,OK
entropy,20,5,2,200,sqrt,0.0,50.0,0.8333481943825234,0.8257127097597483,0.8333481943825234,0.9045333152277716,0.8272575445795101,0.828053636244951,0.832378447065118,OK
entropy,25,5,2,200,sqrt,0.0,50.0,0.8333481943825234,0.8257127097597483,0.8333481943825234,0.9045333152277716,0.8272575445795101,0.828053636244951,0.832378447065118,OK
entropy,25,20,8,400,sqrt,0.0,50.0,0.8337048595630852,0.8256786945750508,0.8337048595630852,0.9041752013786319,0.8277255710126569,0.8281204712087341,0.8325790846467664,OK
entropy,20,20,8,400,sqrt,0.0,50.0,0.8337048595630852,0.8256786945750508,0.8337048595630852,0.9041752013786319,0.8277255710126569,0.8281204712087341,0.8325790846467664,OK
entropy,30,20,8,400,sqrt,0.0,50.0,0.8337048595630852,0.8256786945750508,0.8337048595630852,0.9041752013786319,0.8277255710126569,0.8281204712087341,0.8325790846467664,OK
entropy,30,20,6,400,sqrt,0.0,50.0,0.8335265269728043,0.8250509647441876,0.8335265269728043,0.9042887986633704,0.827636493109781,0.8278306559010449,0.8324007401297456,OK
entropy,20,20,6,400,sqrt,0.0,50.0,0.8335265269728043,0.8250509647441876,0.8335265269728043,0.9042887986633704,0.827636493109781,0.8278306559010449,0.8324007401297456,OK
entropy,25,20,6,400,sqrt,0.0,50.0,0.8335265269728043,0.8250509647441876,0.8335265269728043,0.9042887986633704,0.827636493109781,0.8278306559010449,0.8324007401297456,OK
entropy,30,5,2,300,sqrt,0.0,50.0,0.8336156932679447,0.8249213142097485,0.8336156932679447,0.9042139421893235,0.8278079979030025,0.8278306658404381,0.831776534320173,OK
entropy,25,5,2,300,sqrt,0.0,50.0,0.8336156932679447,0.8249213142097485,0.8336156932679447,0.9042139421893235,0.8278079979030025,0.8278306658404381,0.831776534320173,OK
entropy,20,5,2,300,sqrt,0.0,50.0,0.8336156932679447,0.8249213142097485,0.8336156932679447,0.9042139421893235,0.8278079979030025,0.8278306658404381,0.831776534320173,OK
entropy,30,10,4,300,sqrt,0.0,50.0,0.833259028087383,0.8245460115606804,0.833259028087383,0.9041834745702376,0.8274034718486908,0.8271841356552219,0.8316204828677798,OK
entropy,25,10,4,300,sqrt,0.0,50.0,0.833259028087383,0.8245460115606804,0.833259028087383,0.9041834745702376,0.8274034718486908,0.8271841356552219,0.8316204828677798,OK
entropy,20,10,4,300,sqrt,0.0,50.0,0.833259028087383,0.8245460115606804,0.833259028087383,0.9041834745702376,0.8274034718486908,0.8271841356552219,0.8316204828677798,OK
entropy,30,10,4,400,sqrt,0.0,50.0,0.8326348640213999,0.824087580791969,0.8326348640213999,0.9038896768308395,0.8266362240080473,0.8265822209206035,0.8313752591568763,OK
entropy,20,10,4,400,sqrt,0.0,50.0,0.8326348640213999,0.824087580791969,0.8326348640213999,0.9038896768308395,0.8266362240080473,0.8265822209206035,0.8313752591568763,OK
entropy,25,10,4,400,sqrt,0.0,50.0,0.8326348640213999,0.824087580791969,0.8326348640213999,0.9038896768308395,0.8266362240080473,0.8265822209206035,0.8313752591568763,OK
entropy,20,10,2,300,sqrt,0.0,50.0,0.8326348640213999,0.8240084355963244,0.8326348640213999,0.9041376140417698,0.8266590211730299,0.827251025285667,0.8316427759324074,OK
entropy,30,10,2,300,sqrt,0.0,50.0,0.8326348640213999,0.8240084355963244,0.8326348640213999,0.9041376140417698,0.8266590211730299,0.827251025285667,0.8316427759324074,OK
entropy,25,10,2,300,sqrt,0.0,50.0,0.8326348640213999,0.8240084355963244,0.8326348640213999,0.9041376140417698,0.8266590211730299,0.827251025285667,0.8316427759324074,OK
